"6UA","1189"
"6UB","1029"
"6UC","1029"
"end of IntrCity SmartBus_818",""
"IntrCity SmartBus_831",""
"Seats","2024-12-27 14:43"
"1D","0"
"1E","0"
"1F","759"
"1G","759"
"1UB","0"
"1UC","0"
"2D","0"
"2E","0"
"2F","0"
"2G","0"
"2LA","0"
"2UA","1469"
"2UB","1279"
"2UC","0"
"3D","0"
"3E","0"
"3F","759"
"3G","0"
"3LA","0"
"3UA","0"
"3UB","0"
"3UC","0"
"4D","759"
"4E","0"
"4F","759"
"4G","759"
"4LA","0"
"4UA","0"
"4UB","0"
"4UC","0"
"5D","759"
"5E","759"
"5F","0"
"5G","759"
"5LA","0"
"5UA","1469"
"5UB","0"
"5UC","0"
"6D","679"
"6E","0"
"6F","0"
"6G","0"
"6LA","0"
"6UA","0"
"6UB","1089"
"6UC","1089"
"end of IntrCity SmartBus_831",""
"IntrCity SmartBus_484",""
"Seats","2024-12-27 14:43"
"1LB","0"
"1LC","0"
"1UB","1119"
"1UC","1119"
"2LA","1349"
"2LB","0"
"2LC","0"
"2UA","0"
"2UB","1119"
"2UC","1119"
"3LA","0"
"3LB","0"
"3LC","0"
"3UA","0"
"3UB","1119"
"3UC","0"
"4LA","0"
"4LB","0"
"4LC","0"
"4UA","0"
"4UB","0"
"4UC","0"
"5LA","0"
"5LB","1119"
"5LC","1119"
"5UA","0"
"5UB","1119"
"5UC","1119"
"6LA","0"
"6LB","1009"
"6LC","1009"
"6UA","1099"
"6UB","959"
"6UC","959"
"end of IntrCity SmartBus_484",""
"IntrCity SmartBus_699",""
"Seats","2024-12-27 14:43"
"1D","0"
"1E","0"
"1F","579"
"1G","0"
"1UB","1009"
"1UC","1009"
"2D","579"
"2E","0"
"2F","0"
"2G","0"
"2LA","0"
"2UA","0"
"2UB","0"
"2UC","859"
"3D","639"
"3E","0"
"3F","0"
"3G","0"
"3LA","0"
"3UA","0"
"3UB","0"
"3UC","0"
"4D","0"
"4E","579"
"4F","639"
"4G","0"
"4LA","0"
"4UA","0"
"4UB","0"
"4UC","0"
"5D","639"
"5E","0"
"5F","639"
"5G","0"
"5LA","1159"
"5UA","0"
"5UB","0"
"5UC","0"
"6D","0"
"6E","0"
"6F","579"
"6G","0"
"6LA","1049"
"6UA","0"
"6UB","0"
"6UC","0"
"end of IntrCity SmartBus_699",""
"IntrCity SmartBus_677",""
"Seats","2024-12-27 14:43"
"10L","0"
"10U","0"
"11L","959"
"11U","0"
"12L","959"
"12U","0"
